Good night, Justin!	Ana	<img src='Ana.png' />	[sound:Level-A1-1511202445.mp3]	G_o_   n_g_t,   J_s_i_!   	Boa noite, Justin!	Good night, mom!	Justin	<img src=Justin.png />	[sound:Level-A1-255161968.mp3]	G_o_   n_g_t,   m_m!   	Boa noite , mãe!	"Good Night" é dito somente em uma despedida. Muito comum ser dito quando alguém está indo para cama.   Quando está chegando e vai comprimentar alguém, você deve usar o "Good Evening".	Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-A1 ♥01-Introduce-Yourself-and-Friends ⚑Simple-Present 	Level-A1-1511202445.mp3	Level-A1-255161968.mp3				
Goodbye, aunt Kendra	Eva	<img src='Eva.png' />	[sound:Level-A1-850750672.mp3]	G_o_b_e,   a_n_   K_n_r_   	Tchau, tia Kendra	Bye, Eva. See you tomorrow!	Kendra	<img src=Kendra.png />	[sound:Level-A1-1031750575.mp3]	B_e,   E_a.   S_e   y_u   t_m_r_o_!   <br>	Tchau, Eva. Até amanhã!		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-A1 ♥01-Introduce-Yourself-and-Friends ⚑Simple-Present 	Level-A1-850750672.mp3	Level-A1-1031750575.mp3				
Bye, Justin. See you later!	John	<img src='John.png' />	[sound:Level-A1-2075369181.mp3]	B_e,   J_s_i_.   S_e   y_u   l_t_r!   <br>	Tchau, Justin. Até mais tarde!	Bye, dad. See you later!	Justin	<img src=Justin.png />	[sound:Level-A1-1424467925.mp3]	B_e,   d_d.   S_e   y_u   l_t_r!   <br>	Tchau, pai. Até mais tarde!	"See you later" pode ainda significar: - Te vejo mais tarde! - Até depois!   	Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-A1 ♥01-Introduce-Yourself-and-Friends ⚑Simple-Present 	Level-A1-2075369181.mp3	Level-A1-1424467925.mp3				
Hi, Eva. How's it going?	Justin	<img src='Justin.png' />	[sound:Level-A1-297470650.mp3]	H_,   E_a.   H_w's   i_   g_i_g?   <br>	Oi, Eva. Como vai?	Hello, Justin. I'm great. How about you?	Eva	<img src=Eva.png />	[sound:Level-A1-1185569608.mp3]	H_l_o,   J_s_i_.   I'm   g_e_t.   <br>H_w   a_o_t   y_u?   	Olá, Just. Estou ótima. E você?	Você pode usar "and you?" ao invés de "How about You?". 	Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-A1 ♥01-Introduce-Yourself-and-Friends ⚑Verb-to-Be ♚	Level-A1-297470650.mp3	Level-A1-1185569608.mp3				
Good evening, John. How are you?	Ana	<img src='Ana.png' />	[sound:Level-A1-31478470.mp3]	G_o_   e_e_i_g,   J_h_.   H_w   <br>a_e   y_u?   	Boa noite, John. Como você está?	I'm OK. How are you doing?	John	<img src=John.png />	[sound:Level-A1-1460441969.mp3]	I'm   O_.   H_w   a_e   y_u   d_i_g?   <br>	Estou bem. Como vai você?		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-A1 ♥01-Introduce-Yourself-and-Friends ⚑Verb-to-Be 	Level-A1-31478470.mp3	Level-A1-1460441969.mp3				
Goodbye, Justin!	Kendra	<img src='Kendra.png' />	[sound:Level-A1-1017009706.mp3]	G_o_b_e,   J_s_i_!   	Tchau, Justin!	Bye, aunt Kendra. Have a great weekend!	Justin	<img src=Justin.png />	[sound:Level-A1-1828767006.mp3]	B_e,   a_n_   K_n_r_.   H_v_   <br>a   g_e_t   w_e_e_d!   	Tchau, tia Kendra. Tenha um ótimo final de semana!		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-A1 ♥01-Introduce-Yourself-and-Friends ⚑Verb-to-Be 	Level-A1-1017009706.mp3	Level-A1-1828767006.mp3				
Mrs. Morgan is my new math Teacher	Eva	<img src='Eva.png' />	[sound:Level-A1-1019425556.mp3]	M_s.   M_r_a_   i_   m_   n_w   <br>m_t_   T_a_h_r   	A senhora Morgan é minha nova professora de matemática	Is she nice?	Ana	<img src=Ana.png />	[sound:Level-A1-987591312.mp3]	I_   s_e   n_c_?   	Ela é legal?	Mrs. é um título de respeito usado para identificar mulheres casadas. 	Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-A1 ♥01-Introduce-Yourself-and-Friends ⚑Verb-to-Be 	Level-A1-1019425556.mp3	Level-A1-987591312.mp3				
Excuse me, are you Justin?	Salli	<img src='Salli.png' />	[sound:Level-A1-1029864505.mp3]	E_c_s_   m_,   a_e   y_u   J_s_i_?   <br>	Com licença, você é o Justin?	Yes, I am	Justin	<img src=Justin.png />	[sound:Level-A1-1988652109.mp3]	Y_s,   I   a_   	Sim, sou eu		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-A1 ♥01-Introduce-Yourself-and-Friends ⚑Verb-to-Be 	Level-A1-1029864505.mp3	Level-A1-1988652109.mp3				
Is he John?	Matthew	<img src='Matthew.png' />	[sound:Level-A1-353785473.mp3]	I_   h_   J_h_?   	Ele é o John?	yes, he is	Salli	<img src=Salli.png />	[sound:Level-A1-1692052115.mp3]	y_s,   h_   i_   	Sim, é ele		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-A1 ♥01-Introduce-Yourself-and-Friends ⚑Verb-to-Be 	Level-A1-353785473.mp3	Level-A1-1692052115.mp3				
Is she in our class?	Justin	<img src='Justin.png' />	[sound:Level-A1-363794719.mp3]	I_   s_e   i_   o_r   c_a_s?   <br>	Ela está na nossa sala?	Yes, she is	Kendra	<img src=Kendra.png />	[sound:Level-A1-1732405098.mp3]	Y_s,   s_e   i_   	Sim, ela está		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-A1 ♥01-Introduce-Yourself-and-Friends ⚑Verb-to-Be 	Level-A1-363794719.mp3	Level-A1-1732405098.mp3				
Are they at home?	Kimberly	<img src='Kimberly.png' />	[sound:Level-A1-401615282.mp3]	A_e   t_e_   a_   h_m_?   	Eles estão em casa?	Yes, they are	Ana	<img src=Ana.png />	[sound:Level-A1-378176163.mp3]	Y_s,   t_e_   a_e   	Sim, eles estão		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-A1 ♥01-Introduce-Yourself-and-Friends ⚑Verb-to-Be ♚	Level-A1-401615282.mp3	Level-A1-378176163.mp3				
Are you at home?	Kendra	<img src='Kendra.png' />	[sound:Level-A1-2130740417.mp3]	A_e   y_u   a_   h_m_?   	Você está em casa?	No, I'm not	Ana	<img src=Ana.png />	[sound:Level-A1-543164551.mp3]	N_,   I'm   n_t   	Não, eu não estou		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-A1 ♥01-Introduce-Yourself-and-Friends ⚑Verb-to-Be 	Level-A1-2130740417.mp3	Level-A1-543164551.mp3				
Are you at work?	Salli	<img src='Salli.png' />	[sound:Level-A1-907882967.mp3]	A_e   y_u   a_   w_r_?   	Você está no trabalho?	No, I'm not	Matthew	<img src=Matthew.png />	[sound:Level-A1-752188039.mp3]	N_,   I'm   n_t   	Não, eu não estou		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-A1 ♥01-Introduce-Yourself-and-Friends ⚑Verb-to-Be 	Level-A1-907882967.mp3	Level-A1-752188039.mp3				
What's your phone number?	Kendra	<img src='Kendra.png' />	[sound:Level-A1-1169272504.mp3]	W_a_'_   y_u_   p_o_e   n_m_e_?   <br>	Qual é o seu número de telefone?	It's 212 865 2896	Salli	<img src=Salli.png />	[sound:Level-A1-717391495.mp3]	I_'_   2_2   8_5   2_9_   	É 212 865 2896		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-A1 ♥02-Personal-Information ⚑Verb-to-Be ♚	Level-A1-1169272504.mp3	Level-A1-717391495.mp3				
What's your home phone number?	Ana	<img src='Ana.png' />	[sound:Level-A1-1609220756.mp3]	W_a_'_   y_u_   h_m_   p_o_e   <br>n_m_e_?   	Qual é o numero de telefone da sua casa?	It's 212 869 7321	Salli	<img src=Salli.png />	[sound:Level-A1-832052027.mp3]	I_'_   2_2   8_9   7_2_   	É 212 869 7321		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-A1 ♥02-Personal-Information ⚑Possessive-pronouns 	Level-A1-1609220756.mp3	Level-A1-832052027.mp3				
Are you on WhatsApp?	Salli	<img src='Salli.png' />	[sound:Level-A1-2143290612.mp3]	A_e   y_u   o_   W_a_s_p_?   	Você tem WhatsApp?	Yes. It's 212 842 4589	Ana	<img src=Ana.png />	[sound:Level-A1-2086121219.mp3]	Y_s.   I_'_   2_2   8_2   4_8_   <br>	Sim. É 212 842 4589		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-A1 ♥02-Personal-Information ⚑Verb-to-Be 	Level-A1-2143290612.mp3	Level-A1-2086121219.mp3				
Are you on Instagram?	Justin	<img src='Justin.png' />	[sound:Level-A1-2066563056.mp3]	A_e   y_u   o_   I_s_a_r_m?   	Você tem Instagram?	No, I'm not	Eva	<img src=Eva.png />	[sound:Level-A1-617655811.mp3]	N_,   I'm   n_t   	Não, eu não tenho		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-A1 ♥02-Personal-Information ⚑Verb-to-Be ♚	Level-A1-2066563056.mp3	Level-A1-617655811.mp3				
Are you on Facebook?	Salli	<img src='Salli.png' />	[sound:Level-A1-526747168.mp3]	A_e   y_u   o_   F_c_b_o_?   	Você tem Facebook?	Yeah!	Ana	<img src=Ana.png />	[sound:Level-A1-977961734.mp3]	Y_a_!   	Sim!	"Yeah!" é uma maneira informal de dizer 'Yes'.	Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-A1 ♥02-Personal-Information ⚑Verb-to-Be 	Level-A1-526747168.mp3	Level-A1-977961734.mp3				
Are you on Telegram?	John	<img src='John.png' />	[sound:Level-A1-984997557.mp3]	A_e   y_u   o_   T_l_g_a_?   	Você tem Telegram?	Yes	Matthew	<img src=Matthew.png />	[sound:Level-A1-1772027297.mp3]	Y_s   	Sim		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-A1 ♥02-Personal-Information ⚑Verb-to-Be 	Level-A1-984997557.mp3	Level-A1-1772027297.mp3				
What's your work phone number?	Salli	<img src='Salli.png' />	[sound:Level-A1-1561942259.mp3]	W_a_'_   y_u_   w_r_   p_o_e   <br>n_m_e_?   	Qual é o seu numero de telefone do trabalho?	It's 212 346 1278	Kendra	<img src=Kendra.png />	[sound:Level-A1-22577284.mp3]	I_'_   2_2   3_6   1_7_   	It's 212 346 1278		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-A1 ♥02-Personal-Information ⚑Verb-to-Be 	Level-A1-1561942259.mp3	Level-A1-22577284.mp3				
What's your home address?	Kendra	<img src='Kendra.png' />	[sound:Level-A1-139128624.mp3]	W_a_'_   y_u_   h_m_   a_d_e_s?   <br>	Qual é o seu endereço?	It's St. Paul street, number 16, South Beach, California	Salli	<img src=Salli.png />	[sound:Level-A1-293857862.mp3]	I_'_   S_.   P_u_   s_r_e_,   n_m_e_   <br>1_,   S_u_h   B_a_h,   <br>C_l_f_r_i_   	É rua St. Paul, número 16, South Beach, Califórnia	Você pode dizer nessa ordem. Rua, número, bairro ou destrito, cidade, país.	Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-A1 ♥02-Personal-Information ⚑Verb-to-Be ♚	Level-A1-139128624.mp3	Level-A1-293857862.mp3				
How old are you?	Salli	<img src='Salli.png' />	[sound:Level-A1-1953288752.mp3]	H_w   o_d   a_e   y_u?   	Quantos anos você tem?	I'm 32 years old	Ana	<img src=Ana.png />	[sound:Level-A1-1220154721.mp3]	I'm   3_   y_a_s   o_d   	Eu tenho 38 anos		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-A1 ♥02-Personal-Information ⚑Verb-to-Be ♚	Level-A1-1953288752.mp3	Level-A1-1220154721.mp3				
How old is he?	Salli	<img src='Salli.png' />	[sound:Level-A1-1172944016.mp3]	H_w   o_d   i_   h_?   	Quantos anos ele tem?	He's 11	Ana	<img src=Ana.png />	[sound:Level-A1-1479285149.mp3]	H_'_   1_   	Ele tem 11 anos		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-A1 ♥02-Personal-Information ⚑Verb-to-Be ♚	Level-A1-1172944016.mp3	Level-A1-1479285149.mp3				
How old is John?	Salli	<img src='Salli.png' />	[sound:Level-A1-1945132670.mp3]	H_w   o_d   i_   J_h_?   	Quantos anos tem o John?	He's 40 years old	Ana	<img src=Ana.png />	[sound:Level-A1-953468604.mp3]	H_'_   4_   y_a_s   o_d   	Ele tem 40 anos		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-A1 ♥02-Personal-Information ⚑Verb-to-Be 	Level-A1-1945132670.mp3	Level-A1-953468604.mp3				
Mom, how old is grandma?	Eva	<img src='Eva.png' />	[sound:Level-A1-121658307.mp3]	M_m,   h_w   o_d   i_   g_a_d_a?   <br>	Mãe, quantos anos tem a vovó?	She is 75 years old, Eva!	Ana	<img src=Ana.png />	[sound:Level-A1-1144803406.mp3]	S_e   i_   7_   y_a_s   o_d,   <br>E_a!   	Ela tem 75 anos, Eva!		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-A1 ♥02-Personal-Information ⚑Verb-to-Be 	Level-A1-121658307.mp3	Level-A1-1144803406.mp3				
How old is grandpa, mom?	Justin	<img src='Justin.png' />	[sound:Level-A1-1692346679.mp3]	H_w   o_d   i_   g_a_d_a,   m_m?   <br>	Quantos anos tem o vovô, mãe?	He is 79 years old	Ana	<img src=Ana.png />	[sound:Level-A1-1406514694.mp3]	H_   i_   7_   y_a_s   o_d   	Ele tem 79 anos		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-A1 ♥02-Personal-Information ⚑Verb-to-Be 	Level-A1-1692346679.mp3	Level-A1-1406514694.mp3				
How old are you, Eva?	Kendra	<img src='Kendra.png' />	[sound:Level-A1-305392238.mp3]	H_w   o_d   a_e   y_u,   E_a?   <br>	Quantos anos você tem, Eva?	I'm 9 years old aunt Kendra. And you?	Eva	<img src=Eva.png />	[sound:Level-A1-921050549.mp3]	I'm   9   y_a_s   o_d   a_n_   <br>K_n_r_.   A_d   y_u?   	Eu tenho 9 anos tia Kendra. E você?		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-A1 ♥02-Personal-Information ⚑Verb-to-Be 	Level-A1-305392238.mp3	Level-A1-921050549.mp3				
How old are you?	Ana	<img src='Ana.png' />	[sound:Level-A1-702530505.mp3]	H_w   o_d   a_e   y_u?   	Quantos anos você tem?	I'm 28	Salli	<img src=Salli.png />	[sound:Level-A1-1731151442.mp3]	I'm   2_   	Eu tenho 31		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-A1 ♥02-Personal-Information ⚑Verb-to-Be 	Level-A1-702530505.mp3	Level-A1-1731151442.mp3				
What are their full names?	Kimberly	<img src='Kimberly.png' />	[sound:Level-A1-364331353.mp3]	W_a_   a_e   t_e_r   f_l_   n_m_s?   <br>	Quais são os nomes completos deles?	Their full names are Angelina Geller Smith and Sebastian Martins Smith	Justin	<img src=Justin.png />	[sound:Level-A1-389871893.mp3]	T_e_r   f_l_   n_m_s   a_e   A_g_l_n_   <br>G_l_e_   S_i_h   <br>a_d   S_b_s_i_n   M_r_i_s   S_i_h   <br>	Os nomes completos deles são Angelina Geller Smith e Sebastian Martins Smith		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-A1 ♥02-Personal-Information ⚑Possessive-pronouns ♚	Level-A1-364331353.mp3	Level-A1-389871893.mp3				
What's your email address?	Matthew	<img src='Matthew.png' />	[sound:Level-A1-678820146.mp3]	W_a_'_   y_u_   e_a_l   a_d_e_s?   <br>	Qual é o seu endereço de e-mail?	It's john@3xwiser.com.br	John	<img src=John.png />	[sound:Level-A1-1191997113.mp3]	I_'_   j_h_@_x_i_e_._o_._r   	É john@3xwiser.com.br	@ = Pronúncia 'at': /ét/ . = Pronúncia 'dot': /dót/	Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-A1 ♥02-Personal-Information ⚑Possessive-pronouns 	Level-A1-678820146.mp3	Level-A1-1191997113.mp3				
What's her email address?	John	<img src='John.png' />	[sound:Level-A1-826353793.mp3]	W_a_'_   h_r   e_a_l   a_d_e_s?   <br>	Qual é o endereço de email dela?	It's ana89@3xwiser.com.br	Matthew	<img src=Matthew.png />	[sound:Level-A1-2104984720.mp3]	I_'_   a_a_9_3_w_s_r.c_m.b_   	É ana89@3xwiser.com.br	@ = Pronúncia 'at': /ét/ . = Pronúncia 'dot': /dót/	Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-A1 ♥02-Personal-Information ⚑Possessive-pronouns 	Level-A1-826353793.mp3	Level-A1-2104984720.mp3				
What's his phone number?	Salli	<img src='Salli.png' />	[sound:Level-A1-1864461569.mp3]	W_a_'_   h_s   p_o_e   n_m_e_?   <br>	Qual é o número de telefone dele?	It's 212 621 4735	Ana	<img src=Ana.png />	[sound:Level-A1-1411716430.mp3]	I_'_   2_2   6_1   4_3_   	É 212 621 4735		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-A1 ♥02-Personal-Information ⚑Possessive-pronouns 	Level-A1-1864461569.mp3	Level-A1-1411716430.mp3				
